35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60537263030154,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ONIX - PRI,R DOS PINHEIROS,,,PINHEIROS,05422-000,,Brasil,40822702,,52.23-1-00,,Lucro Real,,,,,
60537263029903,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TABACOW - PRI,R TAVARES CABRAL ,,,PINHEIROS,05423-030,,Brasil,40822680,,52.23-1-00,,Lucro Real,,,,,
60537263034303,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN CONSA - ETC,AL JAUAPERI,,,INDIANOPOLIS,04523-011,,Brasil,41081064,,52.23-1-00,,Lucro Real,,,,,
60537263033099,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD GUSMOES 685 - ETC,R CONSELHEIRO NEBIAS,,,CAMPO BELO,01203-000,,Brasil,40978192_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263028842,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR FRADIQUE COUTINHO 477,R FRADIQUE COUTINHO,,,FILIAL FRADIQUE COUTINHO,05416-010,,Brasil,40410480,,52.23-1-00,,Lucro Real,,,,,
60537263028095,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO HSBC TABOAO DA SERRA - PC,ROD REGIS BITTENCOURT,,,CENTRO,06768-000,,Brasil,40976,,52.23-1-00,,Lucro Real,,,,,
60.537.263/0278-70,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM WTORRE MORUMBI,AV DAS NACOES UNIDAS ,,ENTR. SUPLEMENTAR, : PELO N. 14261,3550308,SP,04578-000,,Brasil,40000907,,52.23-1-00,,Lucro Real,,,
60537263013810,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R DA CONCEICAO,,,CENTRO,24020-083,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263018294,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S CAMILO POMPEIA,R BARAO DO BANANAL ,,,POMPEIA,05022-001,,Brasil,32839618,,52.23-1-00,,Lucro Real,,,,,
60537263018618,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S PAULO,R NAPOLEAO DE BARROS ,,,VILA CLEMENTINO,04024-002,,Brasil,33132127,,52.23-1-00,,Lucro Real,,,,,
60537263018880,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PLAZA JK,R MINAS DE PRATA,,,CHACARA ITAIM,04552-080,,Brasil,33323828,,52.23-1-00,,Lucro Real,,,,,
60537263019185,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA,R DOUTOR CESARIO MOTA JUNIOR,,,VILA BUARQUE,01221-020,,Brasil,35933070,,52.23-1-00,,Lucro Real,,,,,
60537263019932,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP DA LUZ,R AZEVEDO MACEDO,,,VILA MARIANA,04013-901,,Brasil,37094440,,52.23-1-00,,Lucro Real,,,,,
60537263006792,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR FLORENCIO DE ABREU 131,R FLORENCIO DE ABREU,,,CENTRO,01029-000,,Brasil,29162955,,52.23-1-00,,Lucro Real,,,,,
60537263007250,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP S LUIZ TATUAPE,R FRANCISCO MARENGO,,,ANALIA FRANCO,03313-001,,Brasil,29170540,,52.23-1-00,,Lucro Real,,,,,
60537263007926,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP CRUZ AZUL,AV LINS DE VASCONCELOS ,,356,CAMBUCI,01538-000,,Brasil,29162890,,52.23-1-00,,Lucro Real,,,,,
60537263010471,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SPAZIO JK,AV PRES. JUSCELINO KUBITSCHEK,,,CHACARA ITAIM,04543-011,,Brasil,29348870,,52.23-1-00,,Lucro Real,,,,,
60537263025401,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN MACKENZIE I,R DA CONSOLACAO,,,CONSOLACAO,01302-000,,Brasil,38882140,,52.23-1-00,,Lucro Real,,,,,
60537263021082,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO IBM,R TUTOIA ,,,VILA MARIANA,04007-005,,Brasil,37455540,,52.23-1-00,,Lucro Real,,,,,
60537263024260,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PHILADELFIA,AV ANGELICA ,,,CONSOLACAO,01228-200,,Brasil,38304724,,52.23-1-00,,Lucro Real,,,,,
60537263020515,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM COLUMBUS,R CORONEL FERNANDO PRESTES,,,CENTRO,09020-110,,Brasil,186394,,52.23-1-00,,Lucro Real,,,,,
60537263024340,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA JD PAULISTA                   ,AV BRIGADEIRO LUIS ANTONIO ,,,JARDIM PAULISTA,01402-000,,Brasil,38304767,,52.23-1-00,,Lucro Real,,,,,
60537263025312,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PRCA MORUMBI CORPORATE,R HENRI DUNANT ,,,SANTO AMARO,04709-111,,Brasil,38882167,,52.23-1-00,,Lucro Real,,,,,
60.537.263/0204-34,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP BRASIL,R VOTUPORANGA,,,VILA DORA,09030-590,,Brasil,186396,,52.23-1-00,,Lucro Real,,,,,
60537263020868,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP BOURBON POMPEIA,R PALESTRA ITALIA,,,PERDIZES,05005-030,,Brasil,37392255,,52.23-1-00,,Lucro Real,,,,,
60537263021406,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR GREENLINE PENHA,AV AMADOR BUENO DA VEIGA,,,PENHA DE FRANCA,03636-000,,Brasil,37683519,,52.23-1-00,,Lucro Real,,,,,
60537263025150,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BARAO DO SERRO AZUL - BAR,AV PAULISTA,,,BELA VISTA,01311-200,,Brasil,38882221,,52.23-1-00,,Lucro Real,,,,,
60537263027447,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR STO ANDRE GERTRUDES DE LIMA,R GERTRUDES DE LIMA,,,CENTRO,09020-000,,Brasil,"219409
58310_BAIXADA
132129_INATIVA",,52.23-1-00,,Lucro Real,,,,,
60537263024189,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL NEW CITY FLAT ITAIM,R PEDROSO ALVARENGA ,,,ITAIM BIBI,04531-011,,Brasil,38304759,,52.23-1-00,,Lucro Real,,,,,
60537263027285,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TIME OFFICES,R PEDROSO ALVARENGA ,,,ITAIM BIBI,04531-011,,Brasil,39842592,,52.23-1-00,,Lucro Real,,,,,
60537263027102,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EZ TOWER TORRE A,AV DOUTOR CHUCRI ZAIDAN ,,,VILA CORDEIRO,04583-110,,Brasil,39721841,,52.23-1-00,,Lucro Real,,,,,
60537263002371,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R PADRE LEBRET ,, LOTE 2 A 8,JARDIM LEONOR,05653-160,,Brasil,22816186_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263000166,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRACAO E SERVICOS - SP           ,AV PRESIDENTE JUSCELINO KUBITSCHEK ,,ANDAR: 2, BLOCO: 3,3550308,SP,04543-000,,Brasil,96229934,,52.23-1-00,,Lucro Real,,,
60537263000409,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CENTER 3       ,AV PAULISTA,, ENT R LUIS COELH 91,CERQUEIRA CESAR,01310-200,,Brasil,20500220_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263000590,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,PAULISTA 283   ,AV PAULISTA,,,PARAISO,01311-000,,Brasil,20538537_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263001219,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM COL S LUIS,AV PAULISTA ,,C/ R LUIS COELH 303,CERQUEIRA CESAR,01310-300,,Brasil,21280991,,52.23-1-00,,Lucro Real,,,,,
60537263001308,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED PEIXOTO GOMIDE,R PEIXOTO GOMIDE,,SUBSOLO,CERQUEIRA CESAR,01409-001,,Brasil,21439737,,52.23-1-00,,Lucro Real,,,,,
60537263002100,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP 9 DE JULHO,R PEIXOTO GOMIDE ,,ENT R ENG MONLEVAD,JD PAULISTA,01409-001,,Brasil,22792236,,52.23-1-00,,Lucro Real,,,,,
60537263004072,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CATARINA,AV PAULISTA,,,PARAISO,01310-000,,Brasil,24315729,,52.23-1-00,,Lucro Real,,,,,
60537263004153,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR NIPPON,R GALVAO BUENO,,C/R AMERICO CAMPOS,LIBERDADE,01506-000,,Brasil,24345172,,52.23-1-00,,Lucro Real,,,,,
60537263004820,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED HIGIENOPOLIS,R CONSELHEIRO BROTERO,,,PARAISO,01232-011,,Brasil,28966180,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1165-47,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP GLORIA D'OR,R SANTO AMARO,,,GLORIA,22211-230,,Brasil,"12383932
11913318
11834256",,52.23-1-00,,Lucro Real,,,,,
60537263022992,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR TABAJARAS,LD DOS TABAJARAS,,,COPACABANA,22031-111,,Brasil,4538030,,52.23-1-00,,Lucro Real,,,,,
60537263022720,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP CASA DE SAUDE STA LUCIA - RIOP,R CAPITAO SALOMAO ,,SUBSOLO,BOTAFOGO,22271-040,,Brasil,4836510,,52.23-1-00,,Lucro Real,,,,,
60537263022488,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP STA CASA RJ,R SANTA LUZIA ,,,CENTRO,20020-022,,Brasil,4651529,,52.23-1-00,,Lucro Real,,,,,
60537263022801,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RB1 - RIOP,AV RIO BRANCO,,,CENTRO,20090-003,,Brasil,4454197,,52.23-1-00,,Lucro Real,,,,,
60537263021244,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,EST DOS BANDEIRANTES,,,CAMORIM,22783-115,,Brasil,4257642,,52.23-1-00,,Lucro Real,,,,,
60537263021325,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PALACIO ASTORIA,R VISCONDE DE PIRAJA,,,IPANEMA,22783-115,,Brasil,4478959,,52.23-1-00,,Lucro Real,,,,,
60537263025908,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM OFFICE PARK,AV EMBAIXADAR ABELARDO BUENO,,,BARRA DA TIJUCA,22775-040,,Brasil,4468678,,52.23-1-00,,Lucro Real,,,,,
60537263021910,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR NOVE DE JULHO BOTAFOGO,PR DE BOTAFOGO,,,BOTAFOGO,22250-040,,Brasil,4529073,,52.23-1-00,,Lucro Real,,,,,
60537263023379,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED LEBLON MEDICAL CENTER - RIOP,R CARLOS GOES,,,LEBLON,22440-040,,Brasil,4479408,,52.23-1-00,,Lucro Real,,,,,
60537263019428,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL IBIS CENTRO,AV MARECHAL CAMARA,,,CENTRO,20020-974,,Brasil,4080270,,52.23-1-00,,Lucro Real,,,,,
60537263022640,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM FORUM IPANEMA,R VISCONDE DE PIRAJA ,,,IPANEMA,22410-002,,Brasil,4430093,,52.23-1-00,,Lucro Real,,,,,
60537263022305,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD SIQUEIRA CAMPOS,R SIQUEIRA CAMPOS,,,COPACABANA,22031-070,,Brasil,4398416,,52.23-1-00,,Lucro Real,,,,,
60537263022054,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR BARCAS PC XV,PC XV DE NOVEMBRO,,,CENTRO,20010-010,,Brasil,4521765,,52.23-1-00,,Lucro Real,,,,,
60537263118086,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VISCONDE DE INHAUMA CORPORATE,RUA VISCONDE DE INHAUMA,,,CENTRO                        ,20091-007,,Brasil,11971431,,52.23-1-00,,Lucro Real,,,,,
60537263116890,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERRENO HOSP PRO CARDIACO,R GENERAL POLIDORO,,,BOTAFOGO,22280-002,,Brasil,11857043,,52.23-1-00,,Lucro Real,,,,,
60537263116628,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP PRO CARDIACO,R GENERAL POLIDORO,,,BOTAFOGO,22280-003,,Brasil,11856233,,52.23-1-00,,Lucro Real,,,,,
60537263113440,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD HADDOCK LOBO,R DOM GERARDO ,,,CENTRO,20090-906,,Brasil,11393756,,52.23-1-00,,Lucro Real,,,,,
60.537.263/1132-89,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD SAO CRISTOVAO,R DOM GERARDO,,,CENTRO,20090-906,,Brasil,11363156,,52.23-1-00,,Lucro Real,,,,,
60537263113017,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM IPANEMA 2000,R VISCONDE DE PIRAJA,,,IPANEMA,22410-900,,Brasil,11352669,,52.23-1-00,,Lucro Real,,,,,
60537263112983,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR TIRADENTES,R SILVA JARDIM,,,CENTRO,20050-060,,Brasil,11350593,,52.23-1-00,,Lucro Real,,,,,
60537263112711,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AMSTERDAM SAUER,R VISCONDE DE PIRAJA ,,,IPANEMA,22410-000,,Brasil,11320872,,52.23-1-00,,Lucro Real,,,,,
60537263112550,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR CEMITERIO DA PENITENCIA,R MONSENHOR MANOEL GOMES,,,CAJU,20931-673,,Brasil,11292984,,52.23-1-00,,Lucro Real,,,,,
60537263112479,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP ONCO BARRA,AV AYRTON SENNA ,,,BARRA DA TIJUCA,22775-003,,Brasil,11292917,,52.23-1-00,,Lucro Real,,,,,
60537263112398,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AMERICAS TRADE CENTER,AV DAS AMERICAS,,SUBSOLO,RECREIO DOS BANDEIRANTES,22790-701,,Brasil,11290175,,52.23-1-00,,Lucro Real,,,,,
60537263112126,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR PRES ANTONIO CARLOS,R DOM GERARDO,,,CENTRO,20090-906,,Brasil,11272487,,52.23-1-00,,Lucro Real,,,,,
60537263108285,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR PRESIDENTE VARGAS IV,AV PRESIDENTE VARGAS,,,CENTRO,20071-004,,Brasil,10877598,,52.23-1-00,,Lucro Real,,,,,
60537263108102,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM RIO OFFICE TOWER,AV PRESIDENTE VARGAS,,,CENTRO,20071-004,,Brasil,10866090,,52.23-1-00,,Lucro Real,,,,,
60537263107807,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL RM COPACABANA,R BARATA RIBEIRO ,,,COPACABANA,22040-002,,Brasil,10784573,,52.23-1-00,,Lucro Real,,,,,
60537263107637,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BP ONE WORLD,AV JULIO DE SA BIERRENBACH ALM,,,JACAREPAGUA,22775-031,,Brasil,10764530,,52.23-1-00,,Lucro Real,,,,,
60537263107556,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE JOCKEY CENTRO,R DEBRET ,,,CENTRO,20030-080,,Brasil,10759501,,52.23-1-00,,Lucro Real,,,,,
60537263106401,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP OESTE DOR,R OLINDA ELLIS,,,CAMPO GRANDE,23045-160,,Brasil,10617995,,52.23-1-00,,Lucro Real,,,,,
60537263105855,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TORRE ALMIRANTE,AV GRACA ARANHA,,,CENTRO,20030-003,,Brasil,10511461,,52.23-1-00,,Lucro Real,,,,,
60537263105340,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM NEOLINK,AV AYRTON SENNA ,,,BARRA DA TIJUCA,22775-003,,Brasil,10501334,,52.23-1-00,,Lucro Real,,,,,
60537263104883,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,AERO GALEAO,AV VINTE DE JANEIRO ,,,GALEAO,21941-900,,Brasil,10357586,,52.23-1-00,,Lucro Real,,,,,
60537263104700,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP COPA STAR - VALLET,R JOSEPH BLOCH,,,COPACABANA,22031-040,,Brasil,10367786,,52.23-1-00,,Lucro Real,,,,,
60537263104530,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VISCONDE DE OURO PRETO,R VISCONDE DE OURO PRETO,,,BOTAFOGO,22250-180,,Brasil,10323584,,52.23-1-00,,Lucro Real,,,,,
60537263104450,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER AQUARIO,AV RODRIGUES ALVES ,,,SAUDE,20220-360,,Brasil,10291453,,52.23-1-00,,Lucro Real,,,,,
60537263104298,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CEB,PR DE BOTAFOGO ,,,BOTAFOGO,22250-040,,Brasil,10238226,,52.23-1-00,,Lucro Real,,,,,
60537263102406,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP AMERICA MALL,AV DAS AMERICAS ,,,BARRA DA TIJUCA,22793-080,,Brasil,6695566,,52.23-1-00,,Lucro Real,,,,,
60537263101868,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR LEME,R GENERAL RIBEIRO DA COSTA ,,,LEME,22010-050,,Brasil,6632971,,52.23-1-00,,Lucro Real,,,,,
60537263101191,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BP WORLDWIDE,AV EMBAIXADAR ABELARDO BUENO ,,,JACAREPAGUA,22775-023,,Brasil,60394890,,52.23-1-00,,Lucro Real,,,,,
60537263100624,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM UPTOWN,AV AYRTON SENNA ,,,JACAREPAGUA,22775-005,,Brasil,6574629,,52.23-1-00,,Lucro Real,,,,,
60537263099863,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA ICARAI,AV SETE DE SETEMBRO,,,ICARAI,24230-251,,Brasil,3005660,,52.23-1-00,,Lucro Real,,,,,
60537263099600,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE JOCKEY CLUB BRASILEIRO II,R MARIO RIBEIRO ,,,LEBLON,22430-160,,Brasil,6486746,,52.23-1-00,,Lucro Real,,,,,
60537263099510,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR MEIER OFF SHOP,R DIAS DA CRUZ,,,MEIER,20720-012,,Brasil,6528210,,52.23-1-00,,Lucro Real,,,,,
60537263098468,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR HOSP NITEROI DOR,AV SETE DE SETEMBRO ,,,ICARAI,24230-253,,Brasil,3009814,,52.23-1-00,,Lucro Real,,,,,
60537263100039,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CIDADE NOVA,R DOM MARCOS BARBOSA ,,LOJA M,CIDADE NOVA,20211-178,,Brasil,6519911,,52.23-1-00,,Lucro Real,,,,,
60537263094390,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BOTAFOGO,R DA PASSAGEM,,TERREO, MZNINO,RIO DE JANEIRO,3304557,RJ,22290-031,,Brasil,6352430,,52.23-1-00,,Lucro Real,,
60537263090300,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP DAS AMERICAS - MP,AV RADIALISTA JORGE CURI,,,BARRA DA TIJUCA,22793-334,,Brasil,6204414,,52.23-1-00,,Lucro Real,,,,,
60537263089639,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV DAS AMERICAS ,,,RECREIO DOS BANDEIRANTES,22790-702,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263089124,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM IOFFICES,R DOUTOR CELESTINO ,,,CENTRO,24020-091,,Brasil,2215242,,52.23-1-00,,Lucro Real,,,,,
60537263089043,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR RABICHO DA TIJUCA,R PINTO DE FIGUEIREDO ,,,TIJUCA,20511-240,,Brasil,6074103,,52.23-1-00,,Lucro Real,,,,,
60537263088748,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CENTRO FGV                              ,PC SENADOR SALGADO FILHO ,,,CENTRO,20021-340,,Brasil,6097170,,52.23-1-00,,Lucro Real,,,,,
60537263088403,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP BOSSA NOVA MALL                    ,PR DE BOTAFOGO ,,,BOTAFOGO,22250-040,,Brasil,6032206,,52.23-1-00,,Lucro Real,,,,,
60537263088314,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R SILVA CARDOSO ,,,BANGU,21810-032,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263088152,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP CAXIAS D'OR,R SILVA FERNANDES ,,QUADRA14,PARQUE DUQUE,25085-015,,Brasil,99114112,,52.23-1-00,,Lucro Real,,,,,
60537263087857,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE JOCKEY CLUB BRASILEIRO,PC SANTOS DUMONT,,,GAVEA,22470-060,,Brasil,60142246,,52.23-1-00,,Lucro Real,,,,,
60537263087776,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR CARMELA DUTRA,R CARMELA DUTRA ,,,AGRIOES,25963-140,,Brasil,1229141,,52.23-1-00,,Lucro Real,,,,,
60537263086028,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP ITAIPU MULTICENTER,EST FRANCISCO DA CRUZ NUNES ,,,ITAIPU,24340-000,,Brasil,"1664168
3018522",,52.23-1-00,,Lucro Real,,,,,
60537263083193,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE REGATAS DO FLAMENGO,AV BORGES DE MEDEIROS ,,,LAGOA,22430-041,,Brasil,60247838,,52.23-1-00,,Lucro Real,,,,,
60537263082111,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PRESIDENTE,AV PRESIDENTE VARGAS ,,,CIDADE NOVA,20210-030,,Brasil,5845882,,52.23-1-00,,Lucro Real,,,,,
60537263079242,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM INTERNACIONAL RIO,PR DO FLAMENGO ,,SUBSOLO,FLAMENGO,22210-030,,Brasil,5754399,,52.23-1-00,,Lucro Real,,,,,
60537263079323,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR PRESIDENTE VARGAS III,R DIAS FERREIRA,,,LEBLON,22431-050,,Brasil,5769248,,52.23-1-00,,Lucro Real,,,,,
60537263077037,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LAZER TEATRO LEBLON - MP,R CONDE BERNADOTTE ,,,LEBLON,22430-200,,Brasil,5714745,,52.23-1-00,,Lucro Real,,,,,
60537263078270,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA MEIER - MP,R DIAS DA CRUZ ,,,MEIER,20720-012,,Brasil,5742480,,52.23-1-00,,Lucro Real,,,,,
60537263077460,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA VILA ISABEL - MP,AV VINTE E OITO DE SETEMBRO ,,,VILA ISABEL,20551-030,,Brasil,5697484,,52.23-1-00,,Lucro Real,,,,,
60537263076901,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA RIACHUELO - MP,R RIACHUELO ,,,BAIRRO DE FATIMA,20230-015,,Brasil,5801699,,52.23-1-00,,Lucro Real,,,,,
